@relation emotion

@attribute COSINE0 numeric
@attribute COSINE1 numeric
@attribute COSINE2 numeric
@attribute COSINE3 numeric
@attribute COSINE4 numeric
@attribute COSINE5 numeric
@attribute COSINE6 numeric
@attribute COSINE7 numeric
@attribute COSINE8 numeric
@attribute COSINE9 numeric
@attribute COSINE10 numeric
@attribute COSINE11 numeric
@attribute COSINE12 numeric
@attribute COSINE13 numeric
@attribute COSINE14 numeric
@attribute COSINE15 numeric
@attribute COSINE16 numeric
@attribute COSINE17 numeric
@attribute COSINE18 numeric
@attribute COSINE19 numeric
@attribute COSINE20 numeric
@attribute COSINE21 numeric
@attribute COSINE22 numeric
@attribute COSINE23 numeric
@attribute COSINE24 numeric
@attribute COSINE25 numeric
@attribute COSINE26 numeric
@attribute COSINE27 numeric
@attribute COSINE28 numeric
@attribute COSINE29 numeric
@attribute COSINE30 numeric
@attribute COSINE31 numeric
@attribute COSINE32 numeric
@attribute COSINE33 numeric
@attribute COSINE34 numeric
@attribute COSINE35 numeric
@attribute COSINE36 numeric
@attribute COSINE37 numeric
@attribute COSINE38 numeric
@attribute COSINE39 numeric
@attribute COSINE40 numeric
@attribute COSINE41 numeric
@attribute COSINE42 numeric
@attribute COSINE43 numeric
@attribute COSINE44 numeric
@attribute COSINE45 numeric
@attribute COSINE46 numeric
@attribute COSINE47 numeric
@attribute COSINE48 numeric
@attribute COSINE49 numeric
@attribute COSINE50 numeric
@attribute COSINE51 numeric
@attribute COSINE52 numeric
@attribute COSINE53 numeric
@attribute emotion_class {anger,contempt,disgust,fear,happiness,neutral,sadness,surprise}

@data
0.9550825597322262       ,-0.8465346882644466      ,0.9662621626378955       ,0.9344790977640547       ,-0.8385389178193221      ,0.9775705450588296       ,0.2731263505783745       ,0.452521248886173        ,0.7342520371121206       ,0.7071067811865476       ,0.682318250360011        ,0.03446227583977901      ,0.8023020735463587       ,0.9497582587916864       ,-0.5751669093386379      ,0.9664579049203369       ,-0.8598946208263435      ,0.9621538561727915       ,0.7859271860697182       ,-0.5370619785522434      ,0.9436701906285864       ,0.30372468807769065      ,0.7065550008834136       ,0.45963005107462906      ,0.9295238769722565       ,0.9713436027205189       ,-0.8152398728558209      ,0.9983880841038398       ,0.01136290272882856      ,0.04540766091864869      ,0.6045965028801421       ,0.810865116556193        ,-0.024089392975119882    ,0.6246950475544243       ,-0.06651901052377393     ,0.8206934047378385       ,0.31319523052596343      ,0.2665860545383953       ,0.8318271102648424       ,0.6                      ,0.8                      ,0.0                      ,0.5576895748539298       ,0.08304547985373997      ,0.7808688094430304       ,0.9983638603882294       ,0.06575993089567217      ,-0.008595670973104739    ,0.970319650573766        ,-0.8823824748829221      ,0.9699800954734823       ,0.9563256097946753       ,0.9605884739094763       ,-0.8373824630761006      ,anger
0.9445906706827326       ,-0.8084453459095465      ,0.9568488068127118       ,0.90503471526823         ,-0.7605907999259094      ,0.9645037458776673       ,0.4512745117381725       ,0.40637984334481264      ,0.6319872526886631       ,0.6190094529032637       ,0.630865577275063        ,0.21886116124202534      ,0.8200190083682973       ,0.9152167937008313       ,-0.5198655011503779      ,0.9554527463827718       ,-0.8086307994427603      ,0.946246653120549        ,0.82867541882385         ,-0.5336880641072768      ,0.9156069662779834       ,0.4317316652682952       ,0.6536518387442692       ,0.4004288329314421       ,0.940788027234516        ,0.977919436528805        ,-0.8491708782047119      ,0.9985652579670452       ,-0.19101742381881437     ,0.24330570647961858      ,0.5263546146162954       ,0.7893522173763264       ,0.10653312363426524      ,0.5629650954621891       ,-0.08662961636484177     ,0.8721430411136099       ,0.30320365727694687      ,0.26311740579210896      ,0.8395701571521511       ,0.5299989400031797       ,0.8794073194028551       ,-0.06237828615518014     ,0.4902612396325588       ,0.06237828615518071      ,0.8392965562731717       ,0.9981502142160513       ,-0.23878812125503318     ,0.29738365904390157      ,0.989778491555022        ,-0.9604180161646029      ,0.9903278403261913       ,0.9629762451752206       ,0.967754965277062        ,-0.8640180206605068      ,anger
0.9725132936567372       ,-0.9016970998321279      ,0.9775882323984709       ,0.9697385035608198       ,-0.9147947522260832      ,0.9857268744656631       ,0.2874645776684382       ,0.4840140546213782       ,0.6989881469540528       ,0.5037519280984635       ,0.44163475508714717      ,0.55256601286276         ,0.8962304273209682       ,0.9405231339377618       ,-0.6922251837293657      ,0.9629640197141816       ,-0.8393946871250324      ,0.9548567763307844       ,0.8300837505011187       ,-0.5763843313049911      ,0.934137795691084        ,0.3308303003704777       ,0.7352047373375131       ,0.39644782672519396      ,0.9763053265589314       ,0.9900582366710987       ,-0.9361610687635163      ,0.9977270735871618       ,-0.09234565023456284     ,0.1592324388246214       ,0.5736942669869757       ,0.7377450430051712       ,0.12969689583439348      ,0.6932909988505016       ,-0.12969689583439337     ,0.8044885387198502       ,0.313149820570024        ,0.31386099632776626      ,0.8034286901824047       ,0.641761150110737        ,0.7748991094216536       ,-0.012551312500102725    ,0.6302256555233279       ,0.012551312500102605     ,0.7684407011544653       ,0.9984821788552617       ,-0.13922042590269806     ,0.19354850683713895      ,0.9825344531395234       ,-0.9218917160644451      ,0.9778869211505297       ,0.9721572317736816       ,0.9689920943751497       ,-0.884111790351501       ,anger
0.9558061468614512       ,-0.8444328800224371      ,0.9645973156413187       ,0.9550736059472785       ,-0.8872168012345948      ,0.984087861099574        ,0.3401360816544382       ,0.42443387623071943      ,0.7071067811865475       ,0.6598621629160494       ,0.6130806232636024       ,0.18906205099119622      ,0.8220243958541632       ,0.9264665771223091       ,-0.5472493629827025      ,0.960178679705497        ,-0.831528837533116       ,0.9536104036242586       ,0.8769621182435069       ,-0.6441164695539074      ,0.9324588950430187       ,0.410760751350678        ,0.6125944281883414       ,0.4690096917755643       ,0.9328307744556593       ,0.9735943799603678       ,-0.8259443838617359      ,0.9979673107108089       ,-0.18093088448552852     ,0.24323924274771813      ,0.5665288228870651       ,0.7870980701959728       ,0.06237828615518068      ,0.6305926250944656       ,-0.06237828615518053     ,0.8139378662281969       ,0.2890045919356118       ,0.3379108512151926       ,0.8033581089545161       ,0.607450107570797        ,0.8286577663431539       ,-0.05872202195147006     ,0.5368754921931591       ,0.13511320473331373      ,0.7633862853691145       ,0.9984603532054124       ,-0.12403473458920741     ,0.17888543819998215      ,0.9689494922384253       ,-0.8842647304087384      ,0.9722742186789326       ,0.9874491024432512       ,0.986997076241519        ,-0.9492227781004804      ,anger
0.9519668294197933       ,-0.8328740536010754      ,0.9623393563162276       ,0.9155442526098622       ,-0.7574714692730001      ,0.956093533235795        ,0.45168008548917593      ,0.38477963682868016      ,0.6496923683667979       ,0.5624781526224906       ,0.5603714935965817       ,0.36960331463572516      ,0.8160526664746425       ,0.930652136034408        ,-0.5479761778321502      ,0.9597729033394697       ,-0.8226838549578034      ,0.9492114090615155       ,0.8237125514434045       ,-0.5371470000934849      ,0.9207192107232832       ,0.5079850199442941       ,0.6303427971449161       ,0.3484882255131436       ,0.9224363990574262       ,0.9536544090065318       ,-0.7634917122034107      ,0.997976422600716        ,-0.31328916457833816     ,0.37303924721589754      ,0.6178215519319035       ,0.6910422795868979       ,0.14142135623730934      ,0.7071067811865476       ,-0.1414213562373095      ,0.8                      ,0.2630038622711586       ,0.2548573781437847       ,0.865907483186709        ,0.7260790256198609       ,0.8064049958557055       ,-0.17888543819998315     ,0.6459422414661737       ,0.08304547985374014      ,0.7071067811865475       ,0.9984594745606007       ,-0.32738887969959884     ,0.37931252017301115      ,0.9805806756909201       ,-0.9230769230769228      ,0.9805806756909201       ,0.949996745952447        ,0.9466166882229367       ,-0.7986222800915397      ,anger
0.9629872480821732       ,-0.8748830702991548      ,0.9730520471390044       ,0.9773013871374527       ,-0.9334006449257221      ,0.9882344750624095       ,0.25499034836928447      ,0.4046980181482011       ,0.7810278610356538       ,0.6897773181208506       ,0.8059597030222482       ,-0.1273333752683086      ,0.8769383169396737       ,0.9617823348473415       ,-0.7118274116926461      ,0.9674188633010077       ,-0.8651162859051704      ,0.9639182710543214       ,0.7667576729931037       ,-0.5171156399255814      ,0.9459459459459459       ,0.3059352757061023       ,0.7647909877976746       ,0.37941026458199795      ,0.9686563537575066       ,0.9834406905654903       ,-0.9075976341322225      ,0.9975870964966459       ,-0.19649024547464453     ,0.2640888366541705       ,0.5432512781572743       ,0.8700221858486124       ,-0.058722021951470346    ,0.6                      ,-0.08304547985373997     ,0.8470638945081476       ,0.3116734583608669       ,0.3510466522519437       ,0.7803053750170046       ,0.554700196225229        ,0.8574929257125442       ,-0.047565149415449544    ,0.49613893835683376      ,0.1414213562373095       ,0.7893522173763263       ,0.9984734824028973       ,-0.07931918919094874     ,0.13425726909768212      ,0.991809378621326        ,-0.9674892533139593      ,0.9918685928326736       ,0.963298158340998        ,0.9665790800152427       ,-0.862285860494038       ,anger
0.9577240565464437       ,-0.8508425691460789      ,0.9660298548274621       ,0.9721364096824479       ,-0.9141390462507315      ,0.9837002310416286       ,0.40060708071084367      ,0.3137169240411748       ,0.7443172744822578       ,0.7389558439133295       ,0.6121731929914169       ,0.0803841899203101       ,0.8094955655296593       ,0.9341147372854164       ,-0.5465736646901893      ,0.9658137334323679       ,-0.8556792189262774      ,0.9605836079517693       ,0.8232127859153063       ,-0.6                     ,0.9481140361921114       ,0.3460698186979056       ,0.734959101216976        ,0.381862927709615        ,0.9661420068465215       ,0.9809391979412128       ,-0.8975911974205646      ,0.9979460827583668       ,-0.27172907022281007     ,0.3328201177351367       ,0.6062107669519325       ,0.7371541402007414       ,0.09053574604251853      ,0.6864742038105184       ,-0.09053574604251874     ,0.7863183388224227       ,0.351257563350239        ,0.3151110119209686       ,0.7778948485165298       ,0.6945945136995673       ,0.7870559151513065       ,-0.1028991510855051      ,0.5990215572738883       ,0.022894760624763696     ,0.7868085552106809       ,0.9986094639621552       ,-0.4076169335211835      ,0.45518930361008125      ,0.9879778026604605       ,-0.9491692384322402      ,0.9864196701699436       ,0.9335757717157755       ,0.9310260202880443       ,-0.738391521755949       ,anger
0.9433123908373909       ,-0.8046629440104311      ,0.9561118248619791       ,0.9538303284328067       ,-0.8653719498500886      ,0.9759304228964099       ,0.45909848443934553      ,0.33138443656528377      ,0.6860497956542567       ,0.7059292536052961       ,0.6771624436419852       ,0.04314914400543137      ,0.8263226534633094       ,0.9299700741088718       ,-0.5614042776979845      ,0.9586570352348638       ,-0.8208354856492536      ,0.9494326412957619       ,0.8636624297117589       ,-0.6456696596945368      ,0.9425574583956173       ,0.4201087034883924       ,0.6746828281451273       ,0.38637332712545513      ,0.9573379720371333       ,0.9773363837714709       ,-0.8744684060272252      ,0.9974599295214259       ,-0.3462228699323805      ,0.4121678698554474       ,0.4472135954999581       ,0.8944271909999159       ,-1.9737298215558337e-16  ,0.503871025524086        ,1.691768418476429e-16    ,0.8637789008984335       ,0.3261912832617785       ,0.37212521107920027      ,0.7560304683407483       ,0.503871025524086        ,0.8637789008984335       ,1.691768418476429e-16    ,0.41216786985544684      ,0.14142135623730934      ,0.8436614877321074       ,0.9974457340557603       ,-0.28334614101740385     ,0.35112344158839304      ,0.9465347926044015       ,-0.7992067002940837      ,0.9503787531508078       ,0.9188797944889208       ,0.922482512121661        ,-0.6953436863052911      ,anger
0.9263015751666079       ,-0.751329683940033       ,0.944607129255737        ,0.9686109645197098       ,-0.9198432580587609      ,0.9884853608139644       ,0.3709613825757995       ,0.3579723877727169       ,0.7343148563098617       ,0.6710973072238239       ,0.7054252026184773       ,0.05206200188889366      ,0.8029459227225653       ,0.9470795496928477       ,-0.5691216342760405      ,0.9585100464379782       ,-0.8232127859153063      ,0.9508949722974265       ,0.8928621676139573       ,-0.7310552682428689      ,0.96                     ,0.3428359608775488       ,0.6742693640213323       ,0.4625660066950199       ,0.9558664659219287       ,0.9791338374667453       ,-0.8762159086766467      ,0.9976433544715727       ,-0.18928616226399628     ,0.2562126473389796       ,0.6332377902572627       ,0.7739572992033211       ,0.0                      ,0.6846754616640485       ,-0.11043152607484653     ,0.8                      ,0.2450268516730804       ,0.3489089224420868       ,0.8230965744791766       ,0.6                      ,0.8470638945081476       ,-0.08304547985373997     ,0.5038710255240862       ,0.08304547985374011      ,0.8189509886527143       ,0.9978127560960586       ,-0.2949146876220801      ,0.3574333152451161       ,0.9765200083112597       ,-0.9147193136722717      ,0.9802934564231728       ,0.9161038271642256       ,0.9333814528495019       ,-0.7111822225646166      ,anger
0.9585834171943608       ,-0.8606616454683856      ,0.9700357504032697       ,0.9409461970295475       ,-0.8359407144916302      ,0.9723815289827966       ,0.37185521658793513      ,0.4179709019792411       ,0.6878907303148243       ,0.7399400733959437       ,0.7399400733959437       ,-0.095022624434389       ,0.8674312996022596       ,0.9431277459232407       ,-0.6526954002025636      ,0.9698906471309119       ,-0.8788534316656944      ,0.9685830686473462       ,0.9181684917640826       ,-0.7701375795467965      ,0.9598369561463623       ,0.36691337176301725      ,0.5689828008247044       ,0.5562273578888561       ,0.9123823234316425       ,0.9540723425844408       ,-0.7478504448650456      ,0.9987485565868353       ,0.12033136751923622      ,-0.07053098106038182     ,0.5578360368941365       ,0.8646735698959486       ,-0.06543324256067616     ,0.5519870063438213       ,0.04221585268381751      ,0.8098067411463956       ,0.30465424970113864      ,0.3169420461128301       ,0.8068009499289002       ,0.5368754921931594       ,0.8436614877321074       ,-1.8455655474288318e-16  ,0.4788521306805733       ,0.0                      ,0.8778955729143844       ,0.9992639586962092       ,0.33378992948939173      ,-0.2973836590439039      ,0.9505072687324668       ,-0.8262878273412722      ,0.960395078919235        ,0.9836143940640001       ,0.985716376069244        ,-0.9392023045613878      ,anger
